date_label,row,col,traffic
普通工作日,0,0,110.02458804972723
普通工作日,0,1,118.26897310424602
普通工作日,0,2,51.75391230934407
普通工作日,0,3,49.706188242550176
普通工作日,0,4,61.830091984733194
普通工作日,0,5,67.6558176228573
普通工作日,0,6,76.57795056240572
普通工作日,0,7,135.75884341965065
普通工作日,0,8,210.44469711593158
普通工作日,0,9,441.67911843286817
普通工作日,0,10,186.57286392661422
普通工作日,0,11,122.30570843735518
普通工作日,0,12,125.29868501177485
普通工作日,0,13,199.01179411260014
普通工作日,0,14,147.0722934238783
普通工作日,0,15,139.04302187438032
普通工作日,0,16,64.78990031307552
普通工作日,0,17,48.992916675599005
普通工作日,0,18,69.72039835806763
普通工作日,0,19,106.2067879892991
普通工作日,1,0,67.84162426214351
普通工作日,1,1,60.80361243931518
普通工作日,1,2,51.713361312802
普通工作日,1,3,49.99793152094171
普通工作日,1,4,66.54505696844845
普通工作日,1,5,65.67831044943705
普通工作日,1,6,77.66471551232152
普通工作日,1,7,182.6442940120153
普通工作日,1,8,182.96602809307026
普通工作日,1,9,527.1049215022575
普通工作日,1,10,545.5525540395823
普通工作日,1,11,252.32748376938744
普通工作日,1,12,292.1967065125733
普通工作日,1,13,306.8559132875733
普通工作日,1,14,122.41009680877053
普通工作日,1,15,103.77278752403096
普通工作日,1,16,70.52857672698887
普通工作日,1,17,40.75917314242124
普通工作日,1,18,71.58159707869402
普通工作日,1,19,118.56227816994493
普通工作日,2,0,65.86503897305633
普通工作日,2,1,55.708893815936094
普通工作日,2,2,75.13720151974992
普通工作日,2,3,53.56236769494468
普通工作日,2,4,51.925063989685384
普通工作日,2,5,48.03152389395913
普通工作日,2,6,95.16818383763814
普通工作日,2,7,206.8516455740953
普通工作日,2,8,206.24785827246762
普通工作日,2,9,835.0521621552434
普通工作日,2,10,842.1519184687461
普通工作日,2,11,368.5146247425148
普通工作日,2,12,296.5570553050309
普通工作日,2,13,370.18791132780706
普通工作日,2,14,167.278576638939
普通工作日,2,15,101.57751454787605
普通工作日,2,16,124.28526761878618
普通工作日,2,17,161.56916624241802
普通工作日,2,18,151.0576137243886
普通工作日,2,19,271.6639911109279
普通工作日,3,0,58.959088592996665
普通工作日,3,1,75.3372318477692
普通工作日,3,2,109.83986555243894
普通工作日,3,3,104.59317584255845
普通工作日,3,4,106.7997849373844
普通工作日,3,5,89.42699589922918
普通工作日,3,6,75.43318445045485
普通工作日,3,7,113.09796043354544
普通工作日,3,8,384.41436206425277
普通工作日,3,9,427.85301438518076
普通工作日,3,10,599.8892024618269
普通工作日,3,11,281.5517374179358
普通工作日,3,12,107.97328301862596
普通工作日,3,13,263.56970635540745
普通工作日,3,14,223.8114657398947
普通工作日,3,15,186.7238376096392
普通工作日,3,16,307.6415699172785
普通工作日,3,17,404.4761602102128
普通工作日,3,18,323.1750271352841
普通工作日,3,19,294.26773180738525
普通工作日,4,0,63.142973249924744
普通工作日,4,1,129.38895990419036
普通工作日,4,2,130.53801371985108
普通工作日,4,3,188.99161724919674
普通工作日,4,4,184.14846400115604
普通工作日,4,5,86.5207363033827
普通工作日,4,6,154.75523596530223
普通工作日,4,7,501.9595260527889
普通工作日,4,8,1046.6685426785673
普通工作日,4,9,1015.3071236175615
普通工作日,4,10,409.3334014827487
普通工作日,4,11,139.81937783086087
普通工作日,4,12,272.05377229458855
普通工作日,4,13,218.5370505823411
普通工作日,4,14,184.5227779678901
普通工作日,4,15,157.12752516973399
普通工作日,4,16,461.0781056665521
普通工作日,4,17,507.9408742761159
普通工作日,4,18,296.2601041410537
普通工作日,4,19,166.8553194818838
普通工作日,5,0,94.06331590329073
普通工作日,5,1,151.52957443176336
普通工作日,5,2,173.2777256356953
普通工作日,5,3,325.751715807531
普通工作日,5,4,320.00472910240035
普通工作日,5,5,268.7630710813237
普通工作日,5,6,633.6954964058884
普通工作日,5,7,561.4928078662564
普通工作日,5,8,366.36523693905343
普通工作日,5,9,274.0517810655575
普通工作日,5,10,718.8217435551479
普通工作日,5,11,469.2497324506865
普通工作日,5,12,351.2039111328102
普通工作日,5,13,345.6818901220737
普通工作日,5,14,114.07470805396198
普通工作日,5,15,204.94501958210662
普通工作日,5,16,579.6457223196521
普通工作日,5,17,689.9761485631374
普通工作日,5,18,306.57912330406896
普通工作日,5,19,276.48590887824986
普通工作日,6,0,33.65125995274637
普通工作日,6,1,87.61644380475974
普通工作日,6,2,150.8155687640833
普通工作日,6,3,714.2731914876036
普通工作日,6,4,692.4509207261162
普通工作日,6,5,620.0038354393974
普通工作日,6,6,1141.9326949177548
普通工作日,6,7,897.0305896348968
普通工作日,6,8,217.86746681240874
普通工作日,6,9,402.12886687525275
普通工作日,6,10,790.4372757201406
普通工作日,6,11,596.1398358160668
普通工作日,6,12,437.7600253014851
普通工作日,6,13,419.0864644487143
普通工作日,6,14,216.85618966300564
普通工作日,6,15,265.2999478683065
普通工作日,6,16,620.2852812954244
普通工作日,6,17,413.65189459671274
普通工作日,6,18,330.7171211615127
普通工作日,6,19,305.0824719569905
普通工作日,7,0,37.37873515458443
普通工作日,7,1,92.95317667193336
普通工作日,7,2,119.28143807000637
普通工作日,7,3,246.81390401090513
普通工作日,7,4,570.8552820547154
普通工作日,7,5,1136.2048103527889
普通工作日,7,6,1035.5428624174863
普通工作日,7,7,768.2905506152175
普通工作日,7,8,616.573661959825
普通工作日,7,9,1473.5205021822278
普通工作日,7,10,1498.254995350674
普通工作日,7,11,1885.3841859527536
普通工作日,7,12,1387.4057926906594
普通工作日,7,13,962.8426885420379
普通工作日,7,14,916.2821829780748
普通工作日,7,15,565.3253747733714
普通工作日,7,16,450.49049715218916
普通工作日,7,17,299.33997573590955
普通工作日,7,18,296.0227005744784
普通工作日,7,19,237.8901503868361
普通工作日,8,0,73.449540024446
普通工作日,8,1,118.59380652145703
普通工作日,8,2,113.94224472459929
普通工作日,8,3,233.22876938835634
普通工作日,8,4,526.6080347441526
普通工作日,8,5,1252.1842487232814
普通工作日,8,6,705.3198624615447
普通工作日,8,7,954.4034311263007
普通工作日,8,8,1449.4096538150898
普通工作日,8,9,1918.1669490368238
普通工作日,8,10,2102.357960463088
普通工作日,8,11,2584.383214506366
普通工作日,8,12,2412.1673448924944
普通工作日,8,13,2213.2510017527834
普通工作日,8,14,663.9766900899778
普通工作日,8,15,869.8250530148812
普通工作日,8,16,605.2870650120412
普通工作日,8,17,176.61577083103197
普通工作日,8,18,177.4078226269187
普通工作日,8,19,166.27209070891882
普通工作日,9,0,39.77917402249941
普通工作日,9,1,109.7056487101839
普通工作日,9,2,121.56848122599803
普通工作日,9,3,207.50373528781793
普通工作日,9,4,660.2017099177826
普通工作日,9,5,1133.153792058462
普通工作日,9,6,922.2130503246511
普通工作日,9,7,1177.8346582981485
普通工作日,9,8,1890.983125341272
普通工作日,9,9,3047.3891976871855
普通工作日,9,10,3729.3581134609635
普通工作日,9,11,4284.934610081287
普通工作日,9,12,3114.4798567745775
普通工作日,9,13,2257.7568426844205
普通工作日,9,14,1270.8019345888783
普通工作日,9,15,803.3428523824357
普通工作日,9,16,370.83513817002597
普通工作日,9,17,637.6251997224992
普通工作日,9,18,406.1989203030603
普通工作日,9,19,105.72002789639926
普通工作日,10,0,61.0374035378931
普通工作日,10,1,33.2258197298227
普通工作日,10,2,159.99118739459544
普通工作日,10,3,420.5556198531854
普通工作日,10,4,585.4692765449868
普通工作日,10,5,817.9440402078162
普通工作日,10,6,765.5078780101006
普通工作日,10,7,880.5079798766698
普通工作日,10,8,2174.083418579671
普通工作日,10,9,3294.348548368357
普通工作日,10,10,2834.4416838037578
普通工作日,10,11,3271.10930697461
普通工作日,10,12,2643.644483235125
普通工作日,10,13,2873.3829743069023
普通工作日,10,14,1858.9958695815046
普通工作日,10,15,540.9974351991585
普通工作日,10,16,268.98076002852224
普通工作日,10,17,458.96696668382936
普通工作日,10,18,288.6026053180562
普通工作日,10,19,316.8422632752659
普通工作日,11,0,122.73170748494454
普通工作日,11,1,105.68217504936065
普通工作日,11,2,181.87088685615646
普通工作日,11,3,226.7510197465911
普通工作日,11,4,223.97978172286446
普通工作日,11,5,355.6476027511292
普通工作日,11,6,322.697085221443
普通工作日,11,7,567.1677687260969
普通工作日,11,8,1693.2861173721747
普通工作日,11,9,2138.6619916422032
普通工作日,11,10,2932.2424211608413
普通工作日,11,11,3470.9456080870445
普通工作日,11,12,2547.536638629956
普通工作日,11,13,3004.2081618318866
普通工作日,11,14,1625.0476409971002
普通工作日,11,15,756.8299700934441
普通工作日,11,16,317.70989630362
普通工作日,11,17,373.08818457606884
普通工作日,11,18,277.3308439655195
普通工作日,11,19,349.0512378275767
普通工作日,12,0,308.4596937815573
普通工作日,12,1,277.30082365251883
普通工作日,12,2,270.5996685067103
普通工作日,12,3,371.26957172521884
普通工作日,12,4,122.49024573085843
普通工作日,12,5,161.0440236341583
普通工作日,12,6,331.7526580499518
普通工作日,12,7,618.9017739370306
普通工作日,12,8,1029.1124166561747
普通工作日,12,9,2259.2590583261376
普通工作日,12,10,2117.6425465571765
普通工作日,12,11,2777.732443383161
普通工作日,12,12,2410.762380545176
普通工作日,12,13,2716.987059090391
普通工作日,12,14,2692.402085184523
普通工作日,12,15,1312.446678877528
普通工作日,12,16,435.75405800511857
普通工作日,12,17,419.0966186395378
普通工作日,12,18,527.5503000415221
普通工作日,12,19,467.7004577492133
普通工作日,13,0,226.9430231646742
普通工作日,13,1,303.1879747959457
普通工作日,13,2,196.52776663841885
普通工作日,13,3,168.98691812244243
普通工作日,13,4,180.51337211308788
普通工作日,13,5,326.3861039853819
普通工作日,13,6,536.8081624052418
普通工作日,13,7,712.4329453038255
普通工作日,13,8,845.77263363372
普通工作日,13,9,1357.8989388596597
普通工作日,13,10,1740.6983554856808
普通工作日,13,11,2453.0425885123373
普通工作日,13,12,2718.4616299881254
普通工作日,13,13,1318.589856563916
普通工作日,13,14,1775.4981490558057
普通工作日,13,15,987.4609066745431
普通工作日,13,16,716.8806908073191
普通工作日,13,17,633.4446784736821
普通工作日,13,18,821.5651829256576
普通工作日,13,19,330.9485189459565
普通工作日,14,0,307.63664294731643
普通工作日,14,1,340.7564876471176
普通工作日,14,2,222.20332168784626
普通工作日,14,3,359.0682459085756
普通工作日,14,4,538.1526380664844
普通工作日,14,5,612.5385117175833
普通工作日,14,6,394.4543681939174
普通工作日,14,7,756.8096396537915
普通工作日,14,8,1211.8249130853733
普通工作日,14,9,612.1365389543845
普通工作日,14,10,1102.3693819106013
普通工作日,14,11,1950.4823463338626
普通工作日,14,12,1892.169172829976
普通工作日,14,13,1238.9604267504903
普通工作日,14,14,1515.895844961621
普通工作日,14,15,1285.1884874490324
普通工作日,14,16,1066.162934348734
普通工作日,14,17,857.1511453130182
普通工作日,14,18,649.6961235287797
普通工作日,14,19,271.22637601632374
普通工作日,15,0,308.2091317028093
普通工作日,15,1,527.1851514910148
普通工作日,15,2,452.9869777209226
普通工作日,15,3,379.4093268942076
普通工作日,15,4,356.90054451781805
普通工作日,15,5,241.24602832234459
普通工作日,15,6,416.60654088112227
普通工作日,15,7,738.5830902221096
普通工作日,15,8,1125.7911926820468
普通工作日,15,9,715.3373724003874
普通工作日,15,10,1141.0346255664574
普通工作日,15,11,875.9724823478067
普通工作日,15,12,1149.1521097984935
普通工作日,15,13,1462.4966634877685
普通工作日,15,14,888.5622838630134
普通工作日,15,15,750.8508536153686
普通工作日,15,16,901.6782493904783
普通工作日,15,17,860.3983491432155
普通工作日,15,18,733.1052215677561
普通工作日,15,19,289.59487490308953
普通工作日,16,0,409.629986981127
普通工作日,16,1,584.9390846689444
普通工作日,16,2,833.8649372456981
普通工作日,16,3,423.608861351242
普通工作日,16,4,359.7840794730812
普通工作日,16,5,179.37387270168875
普通工作日,16,6,557.2219482367251
普通工作日,16,7,602.3170872974948
普通工作日,16,8,924.302075267186
普通工作日,16,9,735.5729927684122
普通工作日,16,10,852.9362534760278
普通工作日,16,11,750.8147053554817
普通工作日,16,12,671.4509069646012
普通工作日,16,13,901.6531141244438
普通工作日,16,14,1694.87238414578
普通工作日,16,15,1197.0684695339642
普通工作日,16,16,845.7989052535297
普通工作日,16,17,1093.7716937797923
普通工作日,16,18,716.6381652568739
普通工作日,16,19,317.5121748623658
普通工作日,17,0,524.8093592056757
普通工作日,17,1,391.2692483921505
普通工作日,17,2,538.9505368013726
普通工作日,17,3,446.5820132331934
普通工作日,17,4,310.4897234098563
普通工作日,17,5,308.00270485365087
普通工作日,17,6,920.0438367362294
普通工作日,17,7,770.3974032517606
普通工作日,17,8,509.4359677213588
普通工作日,17,9,565.7481449722098
普通工作日,17,10,1079.9849979399646
普通工作日,17,11,1344.5719439748384
普通工作日,17,12,1052.0497229482944
普通工作日,17,13,755.3146746175152
普通工作日,17,14,1564.347756075121
普通工作日,17,15,829.0555117384799
普通工作日,17,16,468.07377393012115
普通工作日,17,17,852.9101716745404
普通工作日,17,18,756.6557094140649
普通工作日,17,19,491.41920327732413
普通工作日,18,0,417.16076886901664
普通工作日,18,1,233.2108803734616
普通工作日,18,2,264.6928835810427
普通工作日,18,3,345.3706138523974
普通工作日,18,4,452.89831222293
普通工作日,18,5,311.5829702458342
普通工作日,18,6,346.1246168513712
普通工作日,18,7,400.10141613553157
普通工作日,18,8,311.6487232678899
普通工作日,18,9,529.1813571547216
普通工作日,18,10,877.5336120575926
普通工作日,18,11,1056.133267021348
普通工作日,18,12,863.9554422669263
普通工作日,18,13,1619.5279625947483
普通工作日,18,14,1012.250741689732
普通工作日,18,15,549.1089998855277
普通工作日,18,16,710.9670193627101
普通工作日,18,17,596.7190307803487
普通工作日,18,18,596.2191362403476
普通工作日,18,19,693.8603293149923
普通工作日,19,0,158.41098335307723
普通工作日,19,1,64.41647152593934
普通工作日,19,2,111.15467512812612
普通工作日,19,3,319.0974217548696
普通工作日,19,4,405.8673639820565
普通工作日,19,5,255.9406800306066
普通工作日,19,6,102.1062251321761
普通工作日,19,7,132.467507765344
普通工作日,19,8,308.9501680193083
普通工作日,19,9,567.1972921493851
普通工作日,19,10,732.2671650398275
普通工作日,19,11,642.6477083566703
普通工作日,19,12,605.3670647426383
普通工作日,19,13,1014.8959880726738
普通工作日,19,14,685.6339298200159
普通工作日,19,15,566.8546903310926
普通工作日,19,16,864.594426147239
普通工作日,19,17,599.9110897020005
普通工作日,19,18,421.52076238067934
普通工作日,19,19,429.0673530727334
圣诞假期开始,0,0,148.24629317399263
圣诞假期开始,0,1,163.47097668841016
圣诞假期开始,0,2,53.66941023069431
圣诞假期开始,0,3,50.45390387721244
圣诞假期开始,0,4,66.42785350114119
圣诞假期开始,0,5,80.89101143693053
圣诞假期开始,0,6,83.85222551824928
圣诞假期开始,0,7,104.29229174362268
